Recognized ABC Sieve file:
ABC File
Switching to Exponentiating using GMP
(394^4764+1)^2-2 is composite: RES64: [67EF6914C4501CCA] (58.3685s+0.1483s)
(394^4767-1)^2-2 is composite: RES64: [FB07B012A3CFEC36] (58.1321s+0.0967s)
(394^4770+1)^2-2 is composite: RES64: [9C5A414468CFACDB] (59.4099s+0.2322s)
(394^4775+1)^2-2 is composite: RES64: [CCBB89039270ED61] (60.6756s+0.0895s)
(394^4781+1)^2-2 is composite: RES64: [E6C99E92802BC0C7] (62.5503s+0.2349s)
(394^4785-1)^2-2 is composite: RES64: [C0414BC43587D662] (58.5272s+0.1308s)
(394^4788-1)^2-2 is composite: RES64: [755D1F39A2A59C88] (62.7126s+0.3171s)
(394^4793+1)^2-2 is composite: RES64: [B7EE8567D5FC0840] (61.6748s+0.1126s)
(394^4806-1)^2-2 is composite: RES64: [19E5C4FEF4DB957C] (59.6921s+0.2049s)
(394^4809-1)^2-2 is composite: RES64: [B774167F55A99A0B] (60.7110s+0.0526s)
(394^4810-1)^2-2 is composite: RES64: [BC44E44D1E04BB95] (60.9113s+0.1858s)
(394^4819-1)^2-2 is composite: RES64: [F56DB476C553B7F9] (58.9021s+0.2563s)
(394^4820+1)^2-2 is composite: RES64: [9B63BDF8DAABAA93] (61.2491s+0.3739s)
(394^4824+1)^2-2 is composite: RES64: [844804AEBAE0F8FC] (59.3851s+0.2710s)
(394^4825-1)^2-2 is composite: RES64: [C824550F868D685D] (60.6883s+0.2289s)
(394^4841+1)^2-2 is composite: RES64: [C9AA72CE5419F2FB] (61.1436s+0.2719s)
(394^4847+1)^2-2 is composite: RES64: [FEE9F1D93E8866D1] (59.2427s+0.4570s)
(394^4855-1)^2-2 is composite: RES64: [FA354E75D2D5C670] (60.3275s+0.2344s)
(394^4858-1)^2-2 is composite: RES64: [120E6DFB3859C5A0] (345.1156s+0.2060s)
(394^4868+1)^2-2 is composite: RES64: [173E0FB9B94FCB1B] (324.5118s+0.2244s)
(394^4871+1)^2-2 is composite: RES64: [FF76F92FA34A50FF] (1583.0432s+3.3987s)
(394^4872+1)^2-2 is composite: RES64: [669CB676F1E9F7E1] (936.0748s+0.1128s)
(394^4872-1)^2-2 is composite: RES64: [DC6F0796702348B5] (58.2060s+0.0440s)
(394^4879-1)^2-2 is composite: RES64: [B315CE18173C8E9F] (63.4677s+0.1166s)
(394^4880+1)^2-2 is composite: RES64: [1C3416A2DCCFD42D] (58.0653s+0.2056s)
(394^4884+1)^2-2 is composite: RES64: [CB35E9D366B29F19] (63.1461s+0.0993s)
(394^4890+1)^2-2 is composite: RES64: [B5BDB348ECDC9D86] (60.9349s+0.0697s)
(394^4896-1)^2-2 is composite: RES64: [AAA8B088458EDFFB] (60.3691s+0.1251s)
(394^4902-1)^2-2 is composite: RES64: [49A0684A0980C8C3] (61.2445s+0.2888s)
(394^4905-1)^2-2 is composite: RES64: [9BA24611B897CA45] (59.5049s+0.1031s)
(394^4911+1)^2-2 is composite: RES64: [E9147EFC058A4DC3] (59.1835s+0.1115s)
(394^4913+1)^2-2 is composite: RES64: [00F6DF51DE93858A] (57.5566s+0.2668s)
(394^4920-1)^2-2 is composite: RES64: [DC099B1C94506193] (60.7903s+0.1176s)
(394^4923+1)^2-2 is composite: RES64: [46E3AC3EA07CF8DF] (59.5413s+0.2179s)
(394^4926-1)^2-2 is composite: RES64: [AC1920E0A050FE31] (64.0055s+0.1357s)
(394^4929-1)^2-2 is composite: RES64: [98D4D91F17B1E10B] (58.7689s+0.4319s)
(394^4935+1)^2-2 is composite: RES64: [70B98B4E6BA2343A] (70.4508s+0.1783s)
(394^4938+1)^2-2 is composite: RES64: [C3003AED84BC6BAE] (66.0897s+0.2096s)
(394^4940+1)^2-2 is composite: RES64: [AD69E51CCE1EF45C] (62.1735s+0.1258s)
(394^4948-1)^2-2 is composite: RES64: [D3C75FAAD1920F59] (59.6576s+0.2544s)
(394^4955+1)^2-2 is composite: RES64: [F8BDDD6417C09D19] (61.1255s+0.1294s)
(394^4958+1)^2-2 is composite: RES64: [94B3BB44BFDE18ED] (58.3899s+0.1334s)
(394^4970+1)^2-2 is composite: RES64: [800EF115076279EA] (62.2701s+0.2150s)
(394^4977+1)^2-2 is composite: RES64: [3F4F30C68DFB53B2] (58.4078s+0.1211s)
(394^4982+1)^2-2 is composite: RES64: [71362279DE825584] (62.1375s+0.0720s)
(394^4983+1)^2-2 is composite: RES64: [052A2657F9C23CDE] (61.1553s+0.0986s)
(394^4986-1)^2-2 is composite: RES64: [A304BF3B231514B9] (66.4025s+0.1236s)
(394^4988+1)^2-2 is composite: RES64: [C0BD7FA351D4B172] (64.1798s+0.2161s)
(394^4990-1)^2-2 is composite: RES64: [A43C76C2763500AF] (64.5287s+0.4003s)
(394^5004+1)^2-2 is composite: RES64: [654BD74CCA0FA297] (67.1219s+0.1994s)
(394^5012+1)^2-2 is composite: RES64: [42BF732B6ADF8B76] (79.2129s+0.1324s)
(394^5020-1)^2-2 is composite: RES64: [58F1D29BDE933566] (78.3028s+0.1467s)
(394^5028+1)^2-2 is composite: RES64: [DB8A9565DD38C521] (64.5170s+0.2305s)
(394^5028-1)^2-2 is composite: RES64: [3D5DBE2EA13F5B0A] (64.2662s+0.1202s)
(394^5040+1)^2-2 is composite: RES64: [B392E7CFB418B609] (64.8718s+0.1467s)
(394^5040-1)^2-2 is composite: RES64: [ADB6E2B5E49A6F36] (68.3454s+0.2185s)
(394^5042+1)^2-2 is composite: RES64: [FC7E534C090C39FB] (82.3869s+0.1093s)
(394^5052-1)^2-2 is composite: RES64: [700FF4C32C5A33C4] (65.4405s+0.0196s)
(394^5064+1)^2-2 is composite: RES64: [38DE03D6E096BC3E] (64.2953s+0.2287s)
(394^5081+1)^2-2 is composite: RES64: [5A9E5113EFD4187B] (87.2442s+0.0546s)
(394^5082+1)^2-2 is composite: RES64: [052E0CDFB83E91E0] (90.9155s+0.1046s)
(394^5089-1)^2-2 is composite: RES64: [A83AFE4C9FCEF0E6] (84.4546s+0.4549s)
(394^5100+1)^2-2 is composite: RES64: [20DE3D1C5B6FD5E4] (78.8358s+0.1583s)
(394^5110-1)^2-2 is composite: RES64: [8874E483499EE2FA] (82.7913s+0.1221s)
(394^5111+1)^2-2 is composite: RES64: [265DE1D6E3CF1CEF] (81.4139s+0.0715s)
(394^5115+1)^2-2 is composite: RES64: [0B298F2BE6553399] (80.6641s+0.1238s)
(394^5117+1)^2-2 is composite: RES64: [256F4DBA260FBFB6] (76.8756s+0.1783s)
(394^5125-1)^2-2 is composite: RES64: [2B44274E67A2D90E] (79.6077s+0.1030s)
(394^5127+1)^2-2 is composite: RES64: [257FFB02A17C7105] (80.7308s+0.5835s)
(394^5132+1)^2-2 is composite: RES64: [2E0332393694DB6A] (79.1707s+0.4059s)
(394^5135+1)^2-2 is composite: RES64: [73B99599067148B1] (82.4274s+0.1161s)
(394^5136-1)^2-2 is composite: RES64: [4038DD1A4643B57F] (81.5920s+0.1271s)
(394^5145+1)^2-2 is composite: RES64: [272CF7B853787DFE] (80.4782s+0.1132s)
(394^5150+1)^2-2 is composite: RES64: [4F9D377F5B1B6CB6] (80.8923s+0.2303s)
(394^5152-1)^2-2 is composite: RES64: [1441931962DD9906] (80.8532s+0.2281s)
(394^5153+1)^2-2 is composite: RES64: [16B87E984C3DC3AA] (80.8912s+0.2105s)
(394^5160+1)^2-2 is composite: RES64: [550F99723F49BFE3] (83.1266s+0.1211s)
(394^5168+1)^2-2 is composite: RES64: [93DEF2C8188D6734] (79.4743s+0.1197s)
(394^5169-1)^2-2 is composite: RES64: [1698B4758224FB79] (80.6626s+0.4652s)
(394^5170-1)^2-2 is composite: RES64: [A2F1D2BC46535F93] (82.0664s+0.5994s)
(394^5175-1)^2-2 is composite: RES64: [1A385EA35E18DC52] (79.1284s+0.2916s)
(394^5177+1)^2-2 is composite: RES64: [F2F7B57DA54C57AE] (80.2966s+0.2386s)
(394^5178+1)^2-2 is composite: RES64: [C11ADF9C66DB9EB8] (83.4642s+0.2154s)
(394^5185-1)^2-2 is composite: RES64: [1846FEEACFF14DCC] (80.9666s+0.3305s)
(394^5188-1)^2-2 is composite: RES64: [503D9F109E537996] (81.5069s+0.1300s)
(394^5193+1)^2-2 is composite: RES64: [0AC5FC0C0BEBAD3B] (79.1666s+0.3166s)
(394^5208-1)^2-2 is composite: RES64: [D5D6E08668F5B9E4] (83.2323s+0.1482s)
(394^5210+1)^2-2 is composite: RES64: [1BAB148B97D1A6F5] (81.5097s+0.1293s)
(394^5218-1)^2-2 is composite: RES64: [AEE2E224A6BB6798] (78.6753s+0.2055s)
(394^5222+1)^2-2 is composite: RES64: [60B0630D3C3743FD] (81.3425s+0.1031s)
(394^5225+1)^2-2 is composite: RES64: [B8B2A4E1C2ED760C] (85.6237s+0.1241s)
(394^5235-1)^2-2 is composite: RES64: [0D6882E668883486] (84.8172s+0.1985s)
(394^5238-1)^2-2 is composite: RES64: [7EB6DD04CDD48BF1] (82.3482s+0.1071s)
(394^5244+1)^2-2 is composite: RES64: [9408B716B8ED1D75] (81.1518s+0.3045s)
(394^5255+1)^2-2 is composite: RES64: [324569A73EBB4AD3] (86.3207s+0.1975s)
(394^5256-1)^2-2 is composite: RES64: [BF718479F1FB423E] (83.9985s+0.1883s)
(394^5271+1)^2-2 is composite: RES64: [46644312EAAF8DCF] (80.3487s+0.1963s)
(394^5280+1)^2-2 is composite: RES64: [2539C860BF380A9C] (85.2449s+0.2315s)
(394^5292+1)^2-2 is composite: RES64: [25534E149F401136] (83.9553s+0.8010s)
(394^5292-1)^2-2 is composite: RES64: [B03744DD68BE3867] (80.2915s+0.2093s)
(394^5303+1)^2-2 is composite: RES64: [FDA6B21F2935E6A7] (84.7956s+0.4291s)
(394^5305-1)^2-2 is composite: RES64: [9D9CBDB9ACCB58CE] (83.5563s+0.2134s)
(394^5312+1)^2-2 is composite: RES64: [DB0D4D0D4F6A2426] (83.5530s+0.0491s)
(394^5313+1)^2-2 is composite: RES64: [203192BD68915B2A] (84.7886s+0.1213s)
(394^5319-1)^2-2 is composite: RES64: [139F7208B67D113E] (83.3809s+0.2003s)
(394^5325+1)^2-2 is composite: RES64: [E14FF66EB6F160A2] (86.4910s+0.2374s)
(394^5340+1)^2-2 is composite: RES64: [D20D9670893DE2A6] (80.6757s+0.3268s)
(394^5340-1)^2-2 is composite: RES64: [FAC116525F6D3CF1] (83.2606s+0.3868s)
(394^5345+1)^2-2 is composite: RES64: [FED0C18B2562407D] (88.4806s+0.2320s)
(394^5358-1)^2-2 is composite: RES64: [907A26F9D7BB2732] (84.7173s+0.2676s)
(394^5378+1)^2-2 is composite: RES64: [D9134819DDAF029D] (85.4689s+0.1168s)
(394^5379-1)^2-2 is composite: RES64: [F1C5408F0D0D2A52] (84.6673s+0.4078s)
(394^5387+1)^2-2 is composite: RES64: [A3A357DB55448322] (88.1262s+0.1473s)
(394^5388+1)^2-2 is composite: RES64: [0842B1856580AB01] (89.2003s+0.2135s)
(394^5388-1)^2-2 is composite: RES64: [0FA301036427E5DF] (88.5121s+0.0835s)
(394^5392-1)^2-2 is composite: RES64: [C061798C5E9A9FFB] (83.6980s+0.1266s)
(394^5397-1)^2-2 is composite: RES64: [BAA5E7D1D693150C] (85.6469s+0.3198s)
(394^5400+1)^2-2 is composite: RES64: [67D544BFB10B319F] (86.4450s+0.1231s)
(394^5405+1)^2-2 is composite: RES64: [098A4541E0D6F86C] (85.6056s+0.3427s)
(394^5418-1)^2-2 is composite: RES64: [31D75C2F67355632] (87.5790s+0.1193s)
(394^5420+1)^2-2 is composite: RES64: [B617097CFF457895] (83.6616s+0.1923s)
(394^5421+1)^2-2 is composite: RES64: [33CA0DFB6DF5412B] (90.9338s+0.2565s)
(394^5423+1)^2-2 is composite: RES64: [015AC5A49B82E2D8] (87.8869s+0.1022s)
(394^5424+1)^2-2 is composite: RES64: [5AC6A6D403ACB643] (87.0897s+0.2244s)
(394^5427-1)^2-2 is composite: RES64: [3B58C514B33650AD] (85.0672s+0.3427s)
(394^5428-1)^2-2 is composite: RES64: [AC560C34AA293543] (89.4370s+0.2075s)
(394^5430+1)^2-2 is composite: RES64: [0A7396B673574DFE] (85.9136s+0.2484s)
(394^5430-1)^2-2 is composite: RES64: [8560F340658F80FF] (85.7250s+0.1201s)
(394^5433+1)^2-2 is composite: RES64: [CF46FD33E5DC1EC9] (90.5760s+0.3177s)
(394^5441+1)^2-2 is composite: RES64: [66CA312AE9C4E965] (86.3417s+0.2304s)
(394^5447+1)^2-2 is composite: RES64: [8988D2F4D3AF8427] (87.1066s+0.2234s)
(394^5448-1)^2-2 is composite: RES64: [A7220C08B578FBEC] (88.9507s+0.1604s)
(394^5453+1)^2-2 is composite: RES64: [4036C12ABA19D8D1] (87.7044s+0.2354s)
(394^5466-1)^2-2 is composite: RES64: [030CF521AD6A8F1B] (86.6018s+0.3778s)
(394^5471+1)^2-2 is composite: RES64: [DD6FABA5AEE05D6A] (90.6098s+0.2777s)
(394^5472+1)^2-2 is composite: RES64: [8E4ACE9D92663152] (84.8057s+0.1324s)
(394^5479-1)^2-2 is composite: RES64: [1349E3178FA3657F] (91.4802s+0.2404s)
(394^5480+1)^2-2 is composite: RES64: [B2A0291A1A09A6F1] (87.0254s+0.1273s)
(394^5482-1)^2-2 is composite: RES64: [762D6169E4639BA0] (86.4380s+0.2175s)
(394^5484+1)^2-2 is composite: RES64: [181CA2C0C6498CC8] (86.6465s+0.3197s)
(394^5487-1)^2-2 is composite: RES64: [3FB7F10D5648D880] (87.5618s+0.1191s)
(394^5488-1)^2-2 is composite: RES64: [97EFE575D399E62F] (88.0733s+0.4522s)
(394^5500-1)^2-2 is composite: RES64: [AC3951C4E129C87B] (92.5673s+0.1231s)
(394^5502+1)^2-2 is composite: RES64: [AA2836867EAB7875] (88.6266s+0.2344s)
(394^5509-1)^2-2 is composite: RES64: [930E477E785B3ED7] (85.9787s+0.1153s)
(394^5511+1)^2-2 is composite: RES64: [BC1C2B4B8F1BC3A9] (88.8534s+0.1191s)
(394^5512-1)^2-2 is composite: RES64: [C6B1FD3489E2DB4B] (87.3482s+0.1221s)
(394^5520-1)^2-2 is composite: RES64: [3E499920AF0A7806] (87.4487s+0.1173s)
(394^5531+1)^2-2 is composite: RES64: [DE51237B409860B0] (87.2191s+0.2654s)
(394^5532-1)^2-2 is composite: RES64: [386F9F4CC70C096E] (90.2479s+0.2514s)
(394^5540+1)^2-2 is composite: RES64: [4368D2961157382F] (88.4142s+0.5163s)
(394^5562-1)^2-2 is composite: RES64: [0523826451E42FA1] (89.1602s+0.1783s)
(394^5568+1)^2-2 is composite: RES64: [0C30B9339DF76797] (86.1941s+0.2374s)
(394^5568-1)^2-2 is composite: RES64: [A359D417F0AB7C56] (92.3988s+0.2457s)
(394^5569-1)^2-2 is composite: RES64: [8D0E6F1A5BCF5BC5] (87.5239s+0.2284s)
(394^5570+1)^2-2 is composite: RES64: [661F5D249ADE9CC0] (88.1454s+0.5703s)
(394^5574+1)^2-2 is composite: RES64: [FBE67FE2C8755934] (88.9847s+0.3208s)
(394^5580-1)^2-2 is composite: RES64: [91E155F6BA3A0A0C] (91.7351s+0.1141s)
(394^5583+1)^2-2 is composite: RES64: [B76E412E7C8350CA] (87.2620s+0.1301s)
(394^5590-1)^2-2 is composite: RES64: [EBCFA631DC672B80] (91.0984s+0.1253s)
(394^5592+1)^2-2 is composite: RES64: [7CE1ED2749BFD27B] (88.7481s+0.2936s)
(394^5593-1)^2-2 is composite: RES64: [56364F39B4DD506C] (88.6317s+0.2463s)
(394^5598-1)^2-2 is composite: RES64: [159B193651FF2D0D] (88.8829s+0.3474s)
(394^5612+1)^2-2 is composite: RES64: [67DFC93A3A8DD732] (92.2737s+0.0718s)
(394^5619-1)^2-2 is composite: RES64: [7EACB131E0273447] (89.4576s+0.2083s)
(394^5620-1)^2-2 is composite: RES64: [0E359B1572EF13A6] (90.5709s+0.3772s)
(394^5622+1)^2-2 is composite: RES64: [27EF3DF0EFBC2668] (89.1983s+0.1472s)
(394^5625-1)^2-2 is composite: RES64: [6FAE3EAA524BCFF6] (89.0738s+0.2164s)
(394^5643+1)^2-2 is composite: RES64: [11F18E17C1AF1F5E] (90.4434s+0.1073s)
(394^5653-1)^2-2 is composite: RES64: [0EF0E50E307E009B] (92.2544s+0.2266s)
(394^5663+1)^2-2 is composite: RES64: [348B70254D5EA9AB] (88.1967s+0.1973s)
(394^5668-1)^2-2 is composite: RES64: [4F45C15ACD536AF0] (90.3050s+0.2254s)
(394^5670+1)^2-2 is composite: RES64: [F19097C21A61B48C] (91.8504s+0.3509s)
(394^5673+1)^2-2 is composite: RES64: [304AE8A03D833D55] (92.7583s+0.1923s)
(394^5675+1)^2-2 is composite: RES64: [CE285A9E0A87D7C8] (88.5624s+0.2685s)
(394^5681+1)^2-2 is composite: RES64: [BB05F513798369A3] (93.5047s+0.1925s)
(394^5688-1)^2-2 is composite: RES64: [B0AE59A3CB024665] (90.5150s+0.3307s)
(394^5689-1)^2-2 is composite: RES64: [4B1F14BBD9140C92] (93.5980s+0.1217s)
(394^5692-1)^2-2 is composite: RES64: [4A83382F33747CD8] (89.0429s+0.4612s)
(394^5693+1)^2-2 is composite: RES64: [600B40CCB22AAC4B] (92.9439s+0.3899s)
(394^5703+1)^2-2 is composite: RES64: [B2BB65BC59CDF4BB] (90.5302s+0.0838s)
(394^5712-1)^2-2 is composite: RES64: [F190A5FA592C2268] (93.0564s+0.4081s)
(394^5718+1)^2-2 is composite: RES64: [E4DC71F140702931] (93.3604s+0.3098s)
(394^5724+1)^2-2 is composite: RES64: [47D18305115C16E6] (90.7502s+0.1042s)
(394^5730-1)^2-2 is composite: RES64: [71ABB374A20B2B4F] (93.1217s+0.1404s)
(394^5741+1)^2-2 is composite: RES64: [2880DAD2B0335259] (91.4644s+0.2394s)
(394^5751+1)^2-2 is composite: RES64: [09248C3BA7D0962E] (92.5420s+0.2153s)
(394^5754+1)^2-2 is composite: RES64: [9B08147B6E25C65F] (88.7539s+0.1063s)
(394^5762+1)^2-2 is composite: RES64: [4AAC59F501E3052A] (93.0086s+0.1213s)
(394^5763-1)^2-2 is composite: RES64: [3709651C6F897A31] (91.7840s+0.3035s)
(394^5767-1)^2-2 is composite: RES64: [BBFF1D38A394AEBA] (92.7987s+0.4863s)
(394^5769-1)^2-2 is composite: RES64: [9288D16E12FD3A00] (89.3497s+0.3118s)
(394^5775-1)^2-2 is composite: RES64: [F24F95B842962BDD] (95.1261s+0.2324s)
(394^5777+1)^2-2 is composite: RES64: [77BE32930FC396B1] (92.6011s+0.4971s)
(394^5779-1)^2-2 is composite: RES64: [3EE6A1842025C725] (90.7745s+1.5170s)
(394^5783+1)^2-2 is composite: RES64: [EF4FB0BBE3EBC2A0] (94.3742s+0.3187s)
(394^5785-1)^2-2 is composite: RES64: [9BBA381BA95E7AA8] (89.7295s+0.1701s)
(394^5792+1)^2-2 is composite: RES64: [C1515A0FC242A42D] (92.5021s+0.5615s)
(394^5798+1)^2-2 is composite: RES64: [A7E559CC64956321] (91.7782s+0.1302s)
(394^5810+1)^2-2 is composite: RES64: [F3C70D181A4D7418] (92.6172s+0.2254s)
(394^5823+1)^2-2 is composite: RES64: [5AFB72F5A14F7FA9] (90.5840s+0.2005s)
(394^5823-1)^2-2 is composite: RES64: [30825316CD29B203] (93.2280s+0.2335s)
(394^5826-1)^2-2 is composite: RES64: [ED3031A209ECE36D] (93.4183s+0.2194s)
(394^5832-1)^2-2 is composite: RES64: [BAF3B4587AA998DE] (93.1348s+0.2096s)
(394^5839-1)^2-2 is composite: RES64: [F37CE58B99A85579] (92.7140s+0.0937s)
(394^5840+1)^2-2 is composite: RES64: [403780D2FCC2AE6F] (93.9527s+0.8260s)
(394^5847+1)^2-2 is composite: RES64: [99FB3E7BF872B743] (93.9499s+0.1193s)
(394^5853+1)^2-2 is composite: RES64: [4B7ACA5CD5683993] (91.3390s+0.1312s)
(394^5856-1)^2-2 is composite: RES64: [6AA635F883C391C5] (97.8521s+0.3276s)
(394^5863-1)^2-2 is composite: RES64: [0E08904F1D878F10] (91.2869s+0.1093s)
(394^5873+1)^2-2 is composite: RES64: [518848DA38E151F3] (94.8975s+0.1231s)
(394^5877-1)^2-2 is composite: RES64: [F175CCEAD51B5782] (91.8231s+0.1361s)
(394^5878-1)^2-2 is composite: RES64: [737F35E9C5B5531A] (97.0166s+0.2407s)
(394^5880+1)^2-2 is composite: RES64: [FCF011819A2F3D48] (95.2735s+0.1833s)
(394^5882+1)^2-2 is composite: RES64: [9BAAA8F6948AE023] (92.9641s+0.1281s)
(394^5883+1)^2-2 is composite: RES64: [12ED010A63EEBE9D] (94.2217s+0.1293s)
(394^5885+1)^2-2 is composite: RES64: [B71697CE0EA82006] (95.7637s+0.3468s)
(394^5895-1)^2-2 is composite: RES64: [FD9EEC19942C3DE4] (95.4788s+0.1331s)
(394^5900+1)^2-2 is composite: RES64: [4733CBB9245D5870] (94.1675s+0.2697s)
(394^5908-1)^2-2 is composite: RES64: [43CD4177A2F670F1] (94.9085s+0.4259s)
(394^5920-1)^2-2 is composite: RES64: [0ACEA99C47260176] (98.1028s+0.1742s)
(394^5925-1)^2-2 is composite: RES64: [58E40E6FF813B179] (95.1712s+0.2567s)
(394^5927+1)^2-2 is composite: RES64: [541A810C0AF42B43] (95.5542s+0.1222s)
(394^5928+1)^2-2 is composite: RES64: [D37918E299CDF447] (94.4471s+0.3327s)
(394^5931+1)^2-2 is composite: RES64: [AB94FCEF38043880] (95.2975s+0.4041s)
(394^5933+1)^2-2 is composite: RES64: [5F95935E4E49B385] (95.5793s+0.1041s)
(394^5935-1)^2-2 is composite: RES64: [EEEF49A2A3B94C3A] (103.6997s+0.2745s)
(394^5945+1)^2-2 is composite: RES64: [FFDADE0B3E349CBE] (110.5197s+0.3633s)
(394^5952+1)^2-2 is composite: RES64: [BC9BF78C38E86066] (104.3666s+0.2384s)
(394^5952-1)^2-2 is composite: RES64: [6A7960FE8D8DB83B] (106.8079s+0.1161s)
(394^5960+1)^2-2 is composite: RES64: [29846E745EF23C0E] (106.7790s+0.1033s)
(394^5976-1)^2-2 is composite: RES64: [BE91031B37FF1F13] (104.4188s+0.1221s)
(394^5977-1)^2-2 is composite: RES64: [76C1BE2247024E27] (106.4900s+0.3949s)
(394^5980-1)^2-2 is composite: RES64: [9D62A0C8A4C9BB18] (106.5113s+0.1303s)
(394^5988-1)^2-2 is composite: RES64: [D4C680F7AB97BDF4] (104.2032s+0.0890s)
(394^5991+1)^2-2 is composite: RES64: [CEF3ABF742031E76] (105.9486s+0.2234s)
(394^5998-1)^2-2 is composite: RES64: [2DADFD6AB1E8524F] (107.5933s+0.2336s)
(394^6007-1)^2-2 is composite: RES64: [F8BDAD653919A25A] (106.0962s+0.2113s)
(394^6009-1)^2-2 is composite: RES64: [B2FA024AD07FEF57] (106.5132s+0.1311s)
(394^6015-1)^2-2 is composite: RES64: [277DDFF1B99B8902] (103.2216s+0.2186s)
(394^6040-1)^2-2 is composite: RES64: [CA8A7957B1C23B95] (107.0307s+0.8280s)
(394^6041+1)^2-2 is composite: RES64: [8C58327B22D92E99] (111.9095s+0.2094s)
(394^6048+1)^2-2 is composite: RES64: [91F07F452E3445B1] (104.5451s+0.1975s)
(394^6055-1)^2-2 is composite: RES64: [4D368B423718729D] (108.5999s+0.2134s)
(394^6060-1)^2-2 is composite: RES64: [71DCC29E99F7DC29] (105.8494s+0.2344s)
(394^6062+1)^2-2 is composite: RES64: [B2E430919CFE1546] (106.0431s+0.3619s)
(394^6063-1)^2-2 is composite: RES64: [8CB4371CC6D87CAD] (105.7343s+0.2364s)
(394^6068+1)^2-2 is composite: RES64: [CBE6CF966ABD3B99] (111.9200s+0.2324s)
(394^6077+1)^2-2 is composite: RES64: [1E22D24F65AA9B99] (107.1229s+0.2286s)
(394^6084+1)^2-2 is composite: RES64: [B1A88CD9FADC6F17] (107.5772s+0.1693s)
(394^6090+1)^2-2 is composite: RES64: [0EBACAF86BB8EB45] (107.5258s+0.3156s)
(394^6093+1)^2-2 is composite: RES64: [FAA58767C0720FAB] (113.1294s+0.2336s)
(394^6096-1)^2-2 is composite: RES64: [48959EF5765F3F36] (108.3793s+0.1933s)
(394^6105+1)^2-2 is composite: RES64: [B313DA14E2909BC0] (106.7608s+0.2425s)
(394^6135+1)^2-2 is composite: RES64: [B47C605D1856347C] (111.2920s+0.1294s)
(394^6138-1)^2-2 is composite: RES64: [408E39A6822ED22E] (108.7731s+0.1213s)
(394^6145-1)^2-2 is composite: RES64: [BAEE375CBBC3E4C1] (109.1602s+0.3578s)
(394^6159-1)^2-2 is composite: RES64: [79C4EFCDE5E603E5] (109.8863s+0.2065s)
(394^6165-1)^2-2 is composite: RES64: [9653BAE29156564C] (111.4013s+0.2314s)
(394^6169-1)^2-2 is composite: RES64: [F5DF6E4D0E40F726] (111.3097s+0.1334s)
(394^6175-1)^2-2 is composite: RES64: [8F5BE12F8754EB7E] (109.5013s+0.9726s)
(394^6180+1)^2-2 is composite: RES64: [986E0B22C2702E10] (107.2712s+0.2926s)
(394^6192-1)^2-2 is composite: RES64: [E02582D86C0F0213] (109.0050s+0.4051s)
(394^6201+1)^2-2 is composite: RES64: [883397757C47FF15] (113.0036s+0.1151s)
(394^6204+1)^2-2 is composite: RES64: [F18903F800622EA6] (108.1302s+0.2324s)
(394^6207-1)^2-2 is composite: RES64: [D7B08DD763703D65] (112.2729s+0.2285s)
(394^6212+1)^2-2 is composite: RES64: [8891D518EB818CE2] (108.7042s+0.1292s)
(394^6213-1)^2-2 is composite: RES64: [EF85C63F3E38F1A6] (104.1027s+0.5683s)
(394^6216-1)^2-2 is composite: RES64: [3A148F8686C4854A] (109.7178s+0.1313s)
(394^6225+1)^2-2 is composite: RES64: [47181F5365E70F8E] (106.8272s+0.1121s)
(394^6230+1)^2-2 is composite: RES64: [F01BB1F123761A65] (112.3336s+0.3257s)
(394^6233+1)^2-2 is composite: RES64: [D022FD5415788F1A] (110.2843s+0.1083s)
(394^6268-1)^2-2 is composite: RES64: [BE894EB4A48B80F0] (111.0103s+0.1442s)
(394^6273-1)^2-2 is composite: RES64: [9150ED38811E4973] (108.2899s+0.2364s)
(394^6278+1)^2-2 is composite: RES64: [703A17E8A0825821] (114.6419s+0.2146s)
(394^6281+1)^2-2 is composite: RES64: [EBD8795EFB952133] (111.1788s+0.2344s)
(394^6288+1)^2-2 is composite: RES64: [E2B236364DCDC442] (114.4302s+0.3928s)
(394^6290+1)^2-2 is composite: RES64: [461ADCAC470CED0E] (111.4003s+0.1905s)
(394^6294+1)^2-2 is composite: RES64: [32D043B6337A2573] (111.0594s+0.2236s)
(394^6297-1)^2-2 is composite: RES64: [5D69EB068881DABE] (110.6471s+0.2092s)
(394^6307-1)^2-2 is composite: RES64: [2DA26919522F2DA3] (119.4814s+0.3770s)
(394^6310-1)^2-2 is composite: RES64: [CB7A13A17BB2BD55] (119.1179s+0.3637s)
(394^6312+1)^2-2 is composite: RES64: [E8A12C18A687D9B2] (117.3977s+0.2067s)
(394^6318+1)^2-2 is composite: RES64: [D12F5AD82D1EF993] (120.7542s+0.1583s)
(394^6319-1)^2-2 is composite: RES64: [FFE0E87AB6874913] (118.2938s+0.1271s)
(394^6330+1)^2-2 is composite: RES64: [0194C9AE6B270E32] (118.2544s+0.3235s)
(394^6330-1)^2-2 is composite: RES64: [3E97B8A77F4C3002] (115.5584s+0.3850s)
(394^6333+1)^2-2 is composite: RES64: [65E857CED57A1627] (120.2619s+0.2094s)
(394^6335+1)^2-2 is composite: RES64: [C5AFE943E97EE01E] (117.4022s+0.2354s)
